Name		Guthling	: {	1	:{
14	: ?	YAWN	?.		
18	: ?	WING ATTACK	?.		
21	: ?	TAKE DOWN	?.		
24	: ?	SLACK OFF	?.		
27	: ?	REST	?.		
31	: ?	SOFTBOILED	?.		
33	: ?	ENDEAVOR	?.		
36	: ?	GRUDGE	?.		
39	: ?	HIGH HORSEPOWER	?.		
42	: ?	SNORE	?.		
45	: ?	CELEBRATE	?.		
48	: ?	DRILL PECK	?.		
51	: ?	ENDURE	?.		
55	: ?	SLEEP TALK	?.		}.}.
Name		Tenacious_Toucan_Male_Form	: {	416*	:{
1	: ?	PECK	?.		
3	: ?	LEER	?.		
7	: ?	GUST	?.		
10	: ?	TAILWIND	?.		
14	: ?	DISARMING VOICE	?.		
16	: ?	SCREECH	?.		
19	: ?	PLAY NICE	?.		
24	: ?	ROUND	?.		
25	: ?	DRILL PECK	?.		
28	: ?	PLAY ROUGH	?.		
31	: ?	AGILITY	?.		
33	: ?	DAZZLING GLEAM	?.		
37	: ?	HURRICANE	?.		
41	: ?	BEAK BLAST	?.		
46	: ?	SKY ATTACK	?.		}.}.
Name		Tenacious_Toucan_Female_Form	: {	416*	:{
1	: ?	PECK	?.		
3	: ?	LEER	?.		
7	: ?	GUST	?.		
10	: ?	TAILWIND	?.		
14	: ?	DISARMING VOICE	?.		
16	: ?	SCREECH	?.		
19	: ?	PLAY NICE	?.		
24	: ?	ROUND	?.		
25	: ?	DRILL PECK	?.		
28	: ?	PLAY ROUGH	?.		
31	: ?	ATTRACT	?.		
33	: ?	DAZZLING GLEAM	?.		
37	: ?	HURRICANE	?.		
41	: ?	BEAK BLAST	?.		
46	: ?	SKY ATTACK	?.		}.}.
Name		Tuai_Leit_Toucan	: {	417	:{
1	: ?	PECK	?.		
3	: ?	LEER	?.		
7	: ?	GUST	?.		
10	: ?	TAILWIND	?.		
14	: ?	DISARMING VOICE	?.		
16	: ?	SCREECH	?.		
19	: ?	PLAY NICE	?.		
25	: ?	ROUND	?.		
28	: ?	DRILL PECK	?.		
30	: ?	PLAY ROUGH	?.		
33	: ?	ATTRACT	?.		
36	: ?	DAZZLING GLEAM	?.		
40	: ?	HURRICANE	?.		
44	: ?	BEAK BLAST	?.		
50	: ?	SKY ATTACK	?.		}.}.
Name		Blubberfish	: {	418	:{
1	: ?	BUBBLE	?.		
1	: ?	POISON STING	?.		
5	: ?	CONSTRICT	?.		
9	: ?	SPARK	?.		
13	: ?	WRAP	?.		
18	: ?	BRINE	?.		
23	: ?	AQUA RING	?.		
27	: ?	WRING OUT	?.		
31	: ?	RECOVER	?.		
34	: ?	DISCHARGE	?.		
40	: ?	HYDRO PUMP	?.		}.}.
Name		Jellyfish	: {	419	:{
1	: ?	RAPID SPIN	?.		
1	: ?	BUBBLE	?.		
1	: ?	POISON STING	?.		
5	: ?	CONSTRICT	?.		
9	: ?	SPARK	?.		
13	: ?	WRAP	?.		
18	: ?	BRINE	?.		
25	: ?	AQUA RING	?.		
28	: ?	WRING OUT	?.		
33	: ?	RECOVER	?.		
39	: ?	DISCHARGE	?.		
44	: ?	HYDRO PUMP	?.		
50	: ?	DEFOG	?.		}.}.
Name		Pure	: {	420	:{
1	: ?	CONFUSION	?.		
3	: ?	CALM MIND	?.		
7	: ?	PSYWAVE	?.		
10	: ?	THUNDER WAVE	?.		
14	: ?	POWDER SNOW	?.		
16	: ?	PSYBEAM	?.		
19	: ?	TELEPORT	?.		
24	: ?	CHARGE BEAM	?.		
25	: ?	COSMIC POWER	?.		
28	: ?	PSYCHIC	?.		
31	: ?	NONE	?.		
33	: ?	DISCHARGE	?.		
37	: ?	MAGNET RISE	?.		
41	: ?	TRI ATTACK	?.		
46	: ?	THUNDER	?.		}.}.
Name		Rune	: {	421	:{
1	: ?	CONFUSION	?.		
3	: ?	CALM MIND	?.		
9	: ?	PSYWAVE	?.		
12	: ?	THUNDER WAVE	?.		
16	: ?	POWDER SNOW	?.		
18	: ?	PSYBEAM	?.		
21	: ?	TELEPORT	?.		
26	: ?	CHARGE BEAM	?.		
28	: ?	COSMIC POWER	?.		
30	: ?	PSYCHIC	?.		
33	: ?	NONE	?.		
35	: ?	DISCHARGE	?.		
39	: ?	MAGNET RISE	?.		
43	: ?	TRI ATTACK	?.		
48	: ?	THUNDER	?.		}.}.
Name		Essence	: {	422	:{
1	: ?	CONFUSION	?.		
7	: ?	CALM MIND	?.		
11	: ?	PSYWAVE	?.		
14	: ?	THUNDER WAVE	?.		
18	: ?	POWDER SNOW	?.		
20	: ?	PSYBEAM	?.		
23	: ?	TELEPORT	?.		
28	: ?	CHARGE BEAM	?.		
30	: ?	COSMIC POWER	?.		
32	: ?	PSYCHIC	?.		
35	: ?	NONE	?.		
38	: ?	DISCHARGE	?.		
42	: ?	MAGNET RISE	?.		
45	: ?	TRI ATTACK	?.		
50	: ?	THUNDER	?.		}.}.
Name		Seagull	: {	423	:{
1	: ?	GUST	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	ICY WIND	?.		
13	: ?	BUG BITE	?.		
18	: ?	WING ATTACK	?.		
23	: ?	ROOST	?.		
27	: ?	POWDER SNOW	?.		
31	: ?	ROAR	?.		
34	: ?	BLIZZARD	?.		
40	: ?	SNARL	?.		}.}.
Name		Pelican	: {	424	:{
1	: ?	GUST	?.		
5	: ?	GROWL	?.		
9	: ?	PECK	?.		
13	: ?	ICY WIND	?.		
16	: ?	BUG BITE	?.		
19	: ?	WING ATTACK	?.		
21	: ?	ROOST	?.		
23	: ?	POWDER SNOW	?.		
26	: ?	ROAR	?.		
33	: ?	STOCKPILE	?.		
33	: ?	SPIT UP	?.		
33	: ?	SWALLOW	?.		
37	: ?	ICE BEAM	?.		
43	: ?	SOAK	?.		
49	: ?	BLIZZARD	?.		
53	: ?	SNATCH	?.		
56	: ?	BRAVE BIRD	?.		}.}.
Name		Albatross	: {	425	:{
1	: ?	GUST	?.		
5	: ?	GROWL	?.		
9	: ?	PECK	?.		
13	: ?	ICY WIND	?.		
16	: ?	BUG BITE	?.		
19	: ?	WING ATTACK	?.		
21	: ?	ROOST	?.		
23	: ?	WATER PULSE	?.		
26	: ?	WHIRLWIND	?.		
33	: ?	STOCKPILE	?.		
33	: ?	SPIT UP	?.		
33	: ?	SWALLOW	?.		
37	: ?	ICE BEAM	?.		
43	: ?	SOAK	?.		
49	: ?	HYDRO PUMP	?.		
53	: ?	SNATCH	?.		
56	: ?	BRAVE BIRD	?.		}.}.
Name		Hattenkrapper	: {	426	:{
1	: ?	GUST	?.		
5	: ?	GROWL	?.		
9	: ?	PECK	?.		
13	: ?	ICY WIND	?.		
16	: ?	BUG BITE	?.		
19	: ?	WING ATTACK	?.		
21	: ?	ROOST	?.		
23	: ?	BULLET PUNCH	?.		
26	: ?	ROAR	?.		
33	: ?	STEEL WING	?.		
36	: ?	NOBLE ROAR	?.		
39	: ?	CHIP AWAY	?.		
41	: ?	ANCHOR SHOT	?.		
43	: ?	AUTOTOMIZE	?.		
49	: ?	SUNSTEEL STRIKE	?.		
53	: ?	SNATCH	?.		
56	: ?	BRAVE BIRD	?.		}.}.
Name		Koppenploppen	: {	427	:{
1	: ?	GUST	?.		
5	: ?	GROWL	?.		
9	: ?	PECK	?.		
13	: ?	ICY WIND	?.		
16	: ?	BUG BITE	?.		
19	: ?	WING ATTACK	?.		
21	: ?	ROOST	?.		
23	: ?	SLUDGE	?.		
26	: ?	ROAR	?.		
33	: ?	SLUDGE BOMB	?.		
36	: ?	NOBLE ROAR	?.		
39	: ?	UPROAR	?.		
41	: ?	GUNK SHOT	?.		
43	: ?	TOXIC	?.		
49	: ?	BELCH	?.		
53	: ?	SNATCH	?.		
56	: ?	BRAVE BIRD	?.		}.}.
Name		Steven_Seagull	: {	428	:{
1	: ?	GUST	?.		
5	: ?	GROWL	?.		
9	: ?	PECK	?.		
13	: ?	ICY WIND	?.		
16	: ?	BUG BITE	?.		
19	: ?	WING ATTACK	?.		
21	: ?	ROOST	?.		
23	: ?	VITAL THROW	?.		
26	: ?	ROAR	?.		
33	: ?	ICE BEAM	?.		
36	: ?	BULK UP	?.		
39	: ?	GLACIATE	?.		
41	: ?	FLYING PRESS	?.		
43	: ?	AUTOTOMIZE	?.		
49	: ?	CLOSE COMBAT	?.		
53	: ?	SNATCH	?.		
56	: ?	BRAVE BIRD	?.		}.}.
Name		Ibis	: {	429	:{
1	: ?	GUST	?.		
5	: ?	GROWL	?.		
9	: ?	PECK	?.		
13	: ?	ICY WIND	?.		
16	: ?	BUG BITE	?.		
19	: ?	WING ATTACK	?.		
21	: ?	ROOST	?.		
23	: ?	WATER PULSE	?.		
26	: ?	ROAR	?.		
33	: ?	SCALD	?.		
36	: ?	AQUA RING	?.		
39	: ?	BEAK BLAST	?.		
41	: ?	DIVE	?.		
43	: ?	WATER SPORT	?.		
49	: ?	HYDRO PUMP	?.		
53	: ?	SNATCH	?.		
56	: ?	BRAVE BIRD	?.		}.}.
Name		Desert_Wyrm	: {	430	:{
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	MUD SLAP	?.		
11	: ?	MUD SPORT	?.		
13	: ?	GLARE	?.		
17	: ?	DRAGONBREATH	?.		
21	: ?	DRAGON RAGE	?.		
25	: ?	DIG	?.		
29	: ?	SANDSTORM	?.		
33	: ?	CHARGE BEAM	?.		
37	: ?	DRAGON DANCE	?.		
41	: ?	ELECTRIFY	?.		
45	: ?	DRAGON RUSH	?.		}.}.
Name		Wyrm	: {	431	:{
1	: ?	THUNDERBOLT	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	MUD SLAP	?.		
13	: ?	MUD SPORT	?.		
18	: ?	GLARE	?.		
23	: ?	DRAGONBREATH	?.		
28	: ?	DRAGON RAGE	?.		
33	: ?	DIG	?.		
38	: ?	SANDSTORM	?.		
43	: ?	CHARGE BEAM	?.		
48	: ?	DRAGON DANCE	?.		
53	: ?	THUNDER 	?.		
56	: ?	DRAGON RUSH	?.		}.}.
Name		Aberrant_Spectre	: {	432	:{
1	: ?	SOAK	?.		
1	: ?	SLUDGE	?.		
5	: ?	SPITE	?.		
9	: ?	NIGHT SHADE	?.		
13	: ?	ACID SPRAY	?.		
18	: ?	CURSE	?.		
23	: ?	LICK	?.		
28	: ?	SLUDGE BOMB	?.		
33	: ?	HEX	?.		
38	: ?	ACID ARMOR	?.		
43	: ?	SHADOW BALL	?.		
48	: ?	SLUDGE WAVE	?.		
53	: ?	PHANTOM FORCE	?.		
56	: ?	GUNK SHOT	?.		}.}.
Name		Snake	: {	433	:{
1	: ?	BITE	?.		
3	: ?	LEER	?.		
7	: ?	TACKLE	?.		
10	: ?	AGILITY	?.		
14	: ?	SLUDGE	?.		
16	: ?	POISON FANG	?.		
19	: ?	CRUNCH	?.		
24	: ?	GLARE	?.		
25	: ?	COIL	?.		
28	: ?	POISON TAIL	?.		
31	: ?	SCARY FACE	?.		
33	: ?	SHADOW SNEAK	?.		
37	: ?	TOXIC	?.		
41	: ?	DIG	?.		
46	: ?	NIGHT SLASH	?.		}.}.
Name		Cobra	: {	434	:{
1	: ?	BITE	?.		
3	: ?	LEER	?.		
9	: ?	TACKLE	?.		
12	: ?	AGILITY	?.		
16	: ?	SLUDGE	?.		
18	: ?	POISON FANG	?.		
21	: ?	CRUNCH	?.		
26	: ?	GLARE	?.		
28	: ?	COIL	?.		
30	: ?	POISON TAIL	?.		
33	: ?	SCARY FACE	?.		
35	: ?	SHADOW SNEAK	?.		
39	: ?	TOXIC	?.		
43	: ?	DIG	?.		
48	: ?	NIGHT SLASH	?.		}.}.
Name		Spirit_Cobra	: {	435	:{
1	: ?	BITE	?.		
7	: ?	LEER	?.		
11	: ?	TACKLE	?.		
14	: ?	AGILITY	?.		
18	: ?	SLUDGE	?.		
20	: ?	PSYCHIC FANGS	?.		
23	: ?	CRUNCH	?.		
28	: ?	GLARE	?.		
30	: ?	COIL	?.		
32	: ?	POISON TAIL	?.		
35	: ?	NONE	?.		
38	: ?	EGG BOMB	?.		
42	: ?	TOXIC	?.		
45	: ?	DIG	?.		
50	: ?	MOONBLAST	?.		}.}.
Name		Juna	: {	436	:{
1	: ?	BITE	?.		
7	: ?	LEECH SEED	?.		
11	: ?	TACKLE	?.		
14	: ?	BLOCK	?.		
18	: ?	GRASS KNOT	?.		
20	: ?	POISON FANG	?.		
23	: ?	CRUNCH	?.		
28	: ?	GLARE	?.		
30	: ?	COIL	?.		
32	: ?	POISON TAIL	?.		
35	: ?	SCARY FACE	?.		
38	: ?	WOOD HAMMER	?.		
42	: ?	RECOVER	?.		
45	: ?	ENERGY BALL	?.		
50	: ?	LEAF STORM	?.		}.}.
Name		Sea_Snake	: {	437	:{
1	: ?	BITE	?.		
3	: ?	LEER	?.		
9	: ?	TACKLE	?.		
12	: ?	AGILITY	?.		
16	: ?	WATER PULSE	?.		
18	: ?	POISON FANG	?.		
21	: ?	CRUNCH	?.		
26	: ?	GLARE	?.		
28	: ?	COIL	?.		
30	: ?	POISON TAIL	?.		
33	: ?	SCARY FACE	?.		
35	: ?	BRINE	?.		
39	: ?	TOXIC	?.		
43	: ?	DIVE	?.		
48	: ?	HYDRO PUMP	?.		}.}.
Name		Big_Sea_Snake	: {	438	:{
1	: ?	BITE	?.		
7	: ?	LEER	?.		
11	: ?	TACKLE	?.		
14	: ?	AGILITY	?.		
18	: ?	WATER PULSE	?.		
20	: ?	POISON FANG	?.		
23	: ?	CRUNCH	?.		
28	: ?	GLARE	?.		
30	: ?	COIL	?.		
32	: ?	POISON TAIL	?.		
35	: ?	SCARY FACE	?.		
38	: ?	BRINE	?.		
42	: ?	TOXIC	?.		
45	: ?	DIVE	?.		
50	: ?	HYDRO PUMP	?.		}.}.
Name		Polishing_Rock	: {	999	:{
1	: ?	ROCK POLISH	?.		
1	: ?	TACKLE	?.		
3	: ?	PLAY NICE	?.		
6	: ?	SANDSTORM	?.		
8	: ?	MINIMIZE	?.		
12	: ?	STEALTH ROCK	?.		
15	: ?	ROCK THROW	?.		
19	: ?	TAUNT	?.		
21	: ?	ROCK POLISH	?.		
24	: ?	ROLLOUT	?.		
27	: ?	CONFIDE	?.		
30	: ?	ROCK SLIDE	?.		
32	: ?	SNATCH	?.		
35	: ?	DIG	?.		
38	: ?	PROTECT	?.		
42	: ?	ROCK POLISH	?.		
46	: ?	AFTER YOU	?.		}.}.
Name		Pillar	: {	999	:{
1	: ?	GUILLOTINE	?.		
1	: ?	ROCK WRECKER	?.		
3	: ?	PLAY NICE	?.		
6	: ?	SANDSTORM	?.		
8	: ?	MINIMIZE	?.		
12	: ?	STEALTH ROCK	?.		
15	: ?	ROCK THROW	?.		
19	: ?	TAUNT	?.		
21	: ?	ROCK POLISH	?.		
24	: ?	STOMP	?.		
27	: ?	CONFIDE	?.		
30	: ?	ROCK SLIDE	?.		
32	: ?	SNATCH	?.		
35	: ?	DIG	?.		
38	: ?	PROTECT	?.		
42	: ?	STONE EDGE	?.		
46	: ?	AFTER YOU	?.		}.}.
Name		Rock_soup	: {	999	:{
1	: ?	EMBER	?.		
1	: ?	BUBBLE	?.		
3	: ?	PLAY NICE	?.		
6	: ?	LEAFAGE	?.		
8	: ?	MINIMIZE	?.		
12	: ?	STEALTH ROCK	?.		
15	: ?	ROCK THROW	?.		
19	: ?	TAUNT	?.		
21	: ?	ROCK POLISH	?.		
24	: ?	ROLLOUT	?.		
27	: ?	CONFIDE	?.		
30	: ?	SCALD	?.		
32	: ?	SNATCH	?.		
35	: ?	DIG	?.		
38	: ?	PROTECT	?.		
42	: ?	ROCK POLISH	?.		
46	: ?	OVERHEAT	?.		}.}.
Name		Slagilith	: {	999	:{
1	: ?	RAGE	?.		
1	: ?	TACKLE	?.		
3	: ?	PLAY NICE	?.		
6	: ?	SANDSTORM	?.		
8	: ?	MINIMIZE	?.		
12	: ?	STEALTH ROCK	?.		
15	: ?	ROCK THROW	?.		
19	: ?	TAUNT	?.		
21	: ?	ROCK BLAST	?.		
24	: ?	ROLLOUT	?.		
27	: ?	CONFIDE	?.		
30	: ?	ROCK SLIDE	?.		
32	: ?	SNATCH	?.		
35	: ?	PSYCHIC	?.		
38	: ?	PROTECT	?.		
42	: ?	AGILITY	?.		
46	: ?	ME FIRST	?.		}.}.
Name		Strange_rock	: {	999	:{
1	: ?	GRUDGE	?.		
1	: ?	TACKLE	?.		
3	: ?	PLAY NICE	?.		
6	: ?	SANDSTORM	?.		
8	: ?	MINIMIZE	?.		
12	: ?	STEALTH ROCK	?.		
15	: ?	ROCK THROW	?.		
19	: ?	TAUNT	?.		
21	: ?	NIGHT SHADE	?.		
24	: ?	ROLLOUT	?.		
27	: ?	CONFIDE	?.		
30	: ?	ROCK SLIDE	?.		
32	: ?	SNATCH	?.		
35	: ?	DIG	?.		
38	: ?	PROTECT	?.		
42	: ?	RECOVER	?.		
46	: ?	AFTER YOU	?.		}.}.
Name		Golden_rock	: {	999	:{
1	: ?	GRUDGE	?.		
1	: ?	TACKLE	?.		
3	: ?	PLAY NICE	?.		
6	: ?	SANDSTORM	?.		
8	: ?	MINIMIZE	?.		
12	: ?	STEALTH ROCK	?.		
15	: ?	ROCK THROW	?.		
19	: ?	TAUNT	?.		
21	: ?	MIRROR SHOT	?.		
24	: ?	ROLLOUT	?.		
27	: ?	CONFIDE	?.		
30	: ?	ROCK SLIDE	?.		
32	: ?	SNATCH	?.		
35	: ?	DIG	?.		
38	: ?	PROTECT	?.		
42	: ?	RECOVER	?.		
46	: ?	AFTER YOU	?.		}.}.
Name		PARTY_ROCK	: {	999	:{
1	: ?	TEETER DANCE	?.		
1	: ?	TACKLE	?.		
3	: ?	CELEBRATE	?.		
6	: ?	SANDSTORM	?.		
8	: ?	MINIMIZE	?.		
12	: ?	STEALTH ROCK	?.		
15	: ?	ROCK THROW	?.		
19	: ?	TAUNT	?.		
21	: ?	QUIVER DANCE	?.		
24	: ?	ROLLOUT	?.		
27	: ?	CONFIDE	?.		
30	: ?	ROCK SLIDE	?.		
32	: ?	SNATCH	?.		
35	: ?	DIG	?.		
38	: ?	PROTECT	?.		
42	: ?	SWORDS DANCE	?.		
46	: ?	AFTER YOU	?.		}.}.
Name		Snack_yak	: {	999	:{
1	: ?	MEGAHORN	?.		
1	: ?	STOCKPILE	?.		
1	: ?	AROMATHERAPY	?.		
4	: ?	sand ATTACK	?.		
7	: ?	BULLET SEED	?.		
10	: ?	DOUBLE KICK	?.		
13	: ?	SWEET SCENT	?.		
16	: ?	CHARM	?.		
22	: ?	HEADBUTT	?.		
26	: ?	MILK DRINK	?.		
30	: ?	BUG BITE	?.		
36	: ?	SEED BOMB	?.		
38	: ?	NATURE POWER	?.		
43	: ?	BELCH	?.		
47	: ?	SKULL BASH	?.		
54	: ?	PETAL DANCE	?.		
61	: ?	MEGAHORN	?.		}.}.
Name		Zak	: {	999	:{
1	: ?	MEGAHORN	?.		
1	: ?	STOCKPILE	?.		
1	: ?	SPITE	?.		
4	: ?	sand ATTACK	?.		
7	: ?	BULLET SEED	?.		
10	: ?	DOUBLE KICK	?.		
13	: ?	LEECH SEED	?.		
16	: ?	CHARM	?.		
22	: ?	SHADOW BONE	?.		
26	: ?	MILK DRINK	?.		
30	: ?	BONE RUSH	?.		
36	: ?	SEED BOMB	?.		
38	: ?	FORESTS CURSE	?.		
43	: ?	HORN LEECH	?.		
47	: ?	SKULL BASH	?.		
54	: ?	SHADOW BALL	?.		
61	: ?	MEGAHORN	?.		}.}.
Name		Dairy_cow	: {	999	:{
1	: ?	MILK DRINK	?.		
1	: ?	MUD SPORT	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	TACKLE	?.		
4	: ?	LEER	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	CAPTIVATE	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	MILK DRINK	?.		
38	: ?	BODY SLAM	?.		
44	: ?	PLAY ROUGH	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Strawberry_cow	: {	999	:{
1	: ?	MILK DRINK	?.		
1	: ?	BULLET SEED	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	TACKLE	?.		
4	: ?	LEER	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	CAPTIVATE	?.		
16	: ?	LEECH SEED	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	MILK DRINK	?.		
38	: ?	SEED BOMB	?.		
44	: ?	PLAY ROUGH	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Vanilla_cow	: {	999	:{
1	: ?	MILK DRINK	?.		
1	: ?	SPLASH	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	TACKLE	?.		
4	: ?	LEER	?.		
7	: ?	HEADBUTT	?.		
10	: ?	ROUND	?.		
13	: ?	CAPTIVATE	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	MILK DRINK	?.		
38	: ?	BODY SLAM	?.		
44	: ?	RETURN	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Chocolate_cow	: {	999	:{
1	: ?	MILK DRINK	?.		
1	: ?	MUD SPORT	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	TACKLE	?.		
4	: ?	LEER	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	CAPTIVATE	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	MILK DRINK	?.		
38	: ?	BODY SLAM	?.		
44	: ?	PLAY ROUGH	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Harlequin_cow	: {	999	:{
1	: ?	MILK DRINK	?.		
1	: ?	CAMOUFLAGE	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	TACKLE	?.		
4	: ?	LEER	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	CAPTIVATE	?.		
16	: ?	LEECH SEED	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	MILK DRINK	?.		
38	: ?	SEED BOMB	?.		
44	: ?	PLAY ROUGH	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Super_cow	: {	999	:{
1	: ?	MILK DRINK	?.		
1	: ?	SUPERPOWER	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	TACKLE	?.		
4	: ?	LEER	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	CAPTIVATE	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	MILK DRINK	?.		
38	: ?	SUPERPOWER	?.		
44	: ?	PLAY ROUGH	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Plague_cow	: {	999	:{
1	: ?	MILK DRINK	?.		
1	: ?	MUD SPORT	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	MUD SLAP	?.		
1	: ?	TACKLE	?.		
4	: ?	LEER	?.		
7	: ?	HEADBUTT	?.		
10	: ?	SLUDGE	?.		
13	: ?	GROWL	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	POISON GAS	?.		
38	: ?	BODY SLAM	?.		
44	: ?	SLUDGE BOMB	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Elder_bull	: {	999	:{
1	: ?	JUMP KICK	?.		
1	: ?	MUD SPORT	?.		
1	: ?	RAGE	?.		
1	: ?	MUD SLAP	?.		
1	: ?	HORN ATTACK	?.		
4	: ?	HOWL	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	RAGE	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	JUMP KICK	?.		
38	: ?	BODY SLAM	?.		
44	: ?	CLOSE COMBAT	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Minotaur	: {	999	:{
1	: ?	JUMP KICK	?.		
1	: ?	GROWL	?.		
1	: ?	RAGE	?.		
1	: ?	MUD SLAP	?.		
1	: ?	HORN ATTACK	?.		
4	: ?	HOWL	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	RAGE	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	JUMP KICK	?.		
38	: ?	BRUTAL SWING	?.		
44	: ?	MEGAHORN	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Rune_minotaur	: {	999	:{
1	: ?	JUMP KICK	?.		
1	: ?	GROWL	?.		
1	: ?	RAGE	?.		
1	: ?	MUD SLAP	?.		
1	: ?	HORN ATTACK	?.		
4	: ?	HOWL	?.		
7	: ?	HEADBUTT	?.		
10	: ?	MUD SHOT	?.		
13	: ?	RAGE	?.		
16	: ?	REST	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	JUMP KICK	?.		
38	: ?	SMART STRIKE	?.		
44	: ?	METAL SOUND	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		Trojan_cow	: {	999	:{
1	: ?	STEAMROLLER	?.		
1	: ?	GROWL	?.		
1	: ?	RAGE	?.		
1	: ?	MUD SLAP	?.		
1	: ?	HORN ATTACK	?.		
4	: ?	HOWL	?.		
7	: ?	HEADBUTT	?.		
10	: ?	ROLLOUT	?.		
13	: ?	STEAMROLLER	?.		
16	: ?	COTTON SPORE	?.		
22	: ?	SKULL BASH	?.		
28	: ?	MAGNITUDE	?.		
34	: ?	POLLEN PUFF	?.		
38	: ?	IRON TAIL	?.		
44	: ?	METAL SOUND	?.		
50	: ?	EARTHQUAKE	?.		}.}.
Name		MYSTERY_CHICKEN	: {	999	:{
1	: ?	THUNDERBOLT	?.		
1	: ?	PECK	?.		
1	: ?	HURRICANE	?.		
1	: ?	HOWL	?.		
1	: ?	LEER	?.		
5	: ?	SPARK	?.		
8	: ?	FEATHERDANCE	?.		
12	: ?	FURY ATTACK	?.		
18	: ?	CHARGE BEAM	?.		
24	: ?	WING ATTACK	?.		
27	: ?	ROOST	?.		
33	: ?	AERIAL ACE	?.		
37	: ?	CHARGE  	?.		
42	: ?	ROAR	?.		
47	: ?	DRILL PECK	?.		
51	: ?	THUNDER	?.		}.}.
Name		war_horse	: {	999	:{
1	: ?	HIGH JUMP KICK	?.		
1	: ?	PECK	?.		
1	: ?	DRILL PECK	?.		
1	: ?	HOWL	?.		
1	: ?	LEER	?.		
5	: ?	TACKLE	?.		
8	: ?	FEATHERDANCE	?.		
12	: ?	FURY ATTACK	?.		
18	: ?	JUMP KICK	?.		
24	: ?	WING ATTACK	?.		
27	: ?	ROOST	?.		
33	: ?	AERIAL ACE	?.		
37	: ?	SWORDS DANCE	?.		
42	: ?	FOCUS BLAST	?.		
47	: ?	DRILL PECK	?.		
51	: ?	CLOSE COMBAT	?.		}.}.
Name		pestilence_horse	: {	999	:{
1	: ?	SLUDGE BOMB	?.		
1	: ?	PECK	?.		
1	: ?	DRILL PECK	?.		
1	: ?	HOWL	?.		
1	: ?	LEER	?.		
5	: ?	SMOG	?.		
8	: ?	POISON GAS	?.		
12	: ?	FURY ATTACK	?.		
18	: ?	INFESTATION	?.		
24	: ?	WING ATTACK	?.		
27	: ?	ROOST	?.		
