, , , , , , , BASE STATS, , , , , , , , EXTRA INFORMATION, , , , , , , , , , , , EFFORT VALUES, , , , , , , Unnecessary Information, , , , , 
803, Flambeed, ROCK, FIRE, FLAME_BODY, GLUTTONY, , 600, 90, 120, 165, 115, 80, 30, , -, -, 242, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , 1, 2, , , , , , Cooking, 3840, , Flambeed, 
804, AgrithNaNa, GRASS, FIRE, HARVEST, GLUTTONY, , 600, 90, 90, 60, 115, 110, 135, , -, -, 242, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , , , , 1, 2, , , Cooking, 3840, , AgrithNaNa, 
805, Karamel, ICE, FAIRY, SLUSH_RUSH, GLUTTONY, , 600, 110, 80, 60, 145, 135, 70, , -, -, 242, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , , , 1, 2, , , , Cooking, 3840, , Karamel, 
806, Dessourt, FAIRY, -, DANCER, GLUTTONY, , 600, 90, 110, 125, 75, 75, 125, , -, -, 242, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , , 2, , , 1, , , Cooking, 3840, , Dessourt, 
807, Sharkizard, FIRE, FLYING, BLAZE, BLAZE, , 525, 78, 80, 78, 109, 80, 100, , -, -, 208, SLOW, 50, 90, 70, 20, UNDISCOVERED, , 0, , , , , 2, , 1, , , Firemaking, 5120, , Sharkizard, 
808, Basstoise, WATER, -, TORRENT, TORRENT, , 525, 79, 83, 100, 85, 105, 73, , -, -, 208, MEDIUM_SLOW, 50, 90, 70, 20, UNDISCOVERED, , 0, , , , , 1, 2, , , , Fishing, 5120, , Basstoise, 
809, Raventzhaar, GRASS, POISON, OVERGROW, OVERGROW, , 525, 80, 82, 83, 100, 100, 80, , -, -, 208, MEDIUM_SLOW, 50, 90, 70, 20, UNDISCOVERED, , 0, , , , , 2, 1, , , , Herblore, 5120, , Ravenzhaar, 
810, Wall_Beast, DARK, -, ARENA_TRAP, ARENA_TRAP, , 425, 83, 95, 90, 70, 77, 10, , -, -, 89, medium slow, 50, 150, 30, 15, MONSTER, HUMAN_LIKE, 0, , , , , , , , , , Slayer, 5120, , Wall Beast, 
811, Wall_Beast_Mega_Form, DARK, -, ARENA_TRAP, ARENA_TRAP, , 525, 110, 120, 80, 120, 80, 15, , -, -, 130, medium slow, 50, 45, 30, 15, MONSTER, HUMAN_LIKE, 0, , , , , , , , , , Slayer, 5120, , Wall Beast, 
812, Sourhog, GROUND, FIGHTING, THICK_FAT, GLUTTONY, , 505, 130, 115, 60, 85, 60, 55, , -, -, 150, Medium fast, 50, 120, 70, 20, FIELD, , 0, , 2, 1, , , , , , , Attack, 5120, PIG, Sourhog, 
813, Hand_Farmhand_Form, FIGHTING, GRASS, IRON_FIST, HARVEST, , 530, 90, 99, 80, 96, 85, 80, , -, -, 160, fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , 2, , , , , , , Farming, 3840, , Hand, 
814, Hand_Stuffed_Form, FIGHTING, NORMAL, IRON_FIST, FLUFFY, , 530, 99, 99, 99, 99, 99, 35, , -, -, 160, fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , 2, , , , , , , Construction, 3840, , Hand, 
815, Hand_BrokenFingers_Form, FIGHTING, GHOST, IRON_FIST, UNAWARE, , 407, 65, 87, 55, 50, 70, 80, , -, -, 89, fast, 50, 125, 70, 15, HUMAN_LIKE, , 0, , , 2, , , , , , , Slayer, 3840, , Hand, 
816, Hand_DeadHand_Form, FIGHTING, GHOST, IRON_FIST, UNAWARE, , 530, 90, 96, 80, 99, 80, 85, , -, -, 160, fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , 2, , , , , , , Slayer, 3840, , Hand, 
817, Hand_Dungeoneering_Form, FIGHTING, GHOST, IRON_FIST, SOLID_ROCK, , 530, 90, 96, 99, 80, 80, 85, , -, -, 160, fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , 2, , , , , , , Dungeoneering, 3840, , Hand, 
818, Snake_Desert_Form, POISON, GROUND, SHED_SKIN, MERCILESS, , 505, 75, 110, 115, 85, 60, 60, , -, -, 130, fast, 50, 255, 200, 15, DRAGON, , 0, , , 2, , , , , , , Quest, 3840, SNAKE, Snake, 
819, Snake_Poison_Form, POISON, -, SHED_SKIN, MERCILESS, , 430, 65, 85, 95, 60, 35, 90, , -, -, 80, fast, 50, 255, 200, 15, DRAGON, , 0, , , 1, , , , , , , Defence, 3840, SNAKE, Snake, 
820, Snake_Swamp_Form, POISON, ROCK, SHED_SKIN, INTIMIDATE, , 505, 75, 125, 130, 75, 70, 30, , -, -, 130, fast, 50, 255, 200, 15, DRAGON, , 0, , , 2, , , , , , , Prayer, 3840, SNAKE, Snake, 
821, Icxan, POISON, -, SHED_SKIN, UNAWARE, , 505, 75, 60, 100, 85, 60, 125, , -, -, 130, fast, 50, 255, 200, 15, DRAGON, , 0, , , 2, , , , , , , Quest, 3840, SNAKE, Icxan, 
822, Skeletal_Wyvern, DRAGON, ICE, INTIMIDATE, REFRIGERATE, , 490, 80, 70, 50, 100, 115, 75, , -, -, 78, slow, 50, 45, 70, 15, DRAGON, , 0, , , , , , 1, , , , Slayer, 5120, DRAGON, S. Wyvern, 
823, Wyvern, DRAGON, ICE, INTIMIDATE, REFRIGERATE, , 550, 85, 80, 60, 110, 135, 80, , -, -, 143, slow, 100, 35, 30, 20, DRAGON, , 0, , , , , , 2, , , , Slayer, 5120, DRAGON, Wyvern, 
824, Impling_Gourmet_Form, FLYING, -, PICKPOCKET, PICKPOCKET, , 385, 105, 55, 55, 60, 60, 50, , -, -, 79, slow, 50, 140, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
825, Impling_Earth_Form, FLYING, GROUND, PICKPOCKET, PICKPOCKET, , 385, 55, 55, 55, 60, 70, 90, , -, -, 79, slow, 50, 140, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
826, Impling_Young_Form, FLYING, -, PICKPOCKET, PICKUP, , 385, 55, 55, 55, 60, 60, 100, , -, -, 79, slow, 50, 140, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
827, Impling_Pirate_Form, FLYING, WATER, PICKPOCKET, RECKLESS, , 505, 65, 95, 90, 75, 80, 100, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
828, Impling_Ninja_Form, FLYING, DARK, PICKPOCKET, SPEED_BOOST, , 505, 65, 75, 70, 75, 70, 150, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
829, Impling_Zombie_Form, FLYING, GHOST, PICKPOCKET, MUMMY, , 505, 65, 95, 90, 95, 80, 80, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
830, Impling_Eclectic_Form, FLYING, GROUND, PICKPOCKET, MOODY, , 505, 65, 85, 90, 80, 75, 110, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
831, Impling_Crystal_Form, FLYING, ICE, PICKPOCKET, CLEAR_BODY, , 505, 65, 65, 65, 75, 135, 100, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Hunter, 5120, , Impling, 
832, Impling_Nature_Form, FLYING, GRASS, PICKPOCKET, SERENE_GRACE, , 505, 65, 75, 80, 90, 95, 100, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Herblore, 5120, , Impling, 
833, Impling_Essence_Form, FLYING, PSYCHIC, PICKPOCKET, MAGICIAN, , 505, 65, 65, 60, 120, 95, 100, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Magic, 5120, , Impling, 
834, Impling_Divine_Form, FLYING, ELECTRIC, PICKPOCKET, MAGICIAN, , 505, 65, 60, 65, 95, 120, 100, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Divination, 5120, , Impling, 
835, Impling_Spirit_Form, FLYING, FAIRY, PICKPOCKET, SERENE_GRACE, , 505, 65, 60, 55, 110, 115, 100, , -, -, 145, slow, 50, 90, 70, 20, HUMAN_LIKE, , 0, , , , , , , 2, , , Summoning, 5120, , Impling, 
836, Araxyte_Baby, BUG, POISON, GOOSEBUMPS, CORROSION, , 340, 65, 60, 45, 60, 45, 65, , -, -, 69, medium fast, 50, 120, 70, 15, BUG, , 0, , , 2, , , , , , , Crafting, 3840, SPIDER, Araxyte, 
837, Araxyte_Acidic, BUG, POISON, GOOSEBUMPS, CORROSION, , 500, 70, 115, 80, 95, 80, 60, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, , 0, , , 2, , , , , , , Quest, 3840, SPIDER, Araxyte, 
838, Araxyte_Mirrorback, BUG, GROUND, GOOSEBUMPS, MAGIC_BOUNCE, , 500, 70, 100, 70, 100, 100, 60, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, , 0, , , 2, , , , , , , Quest, 3840, SPIDER, Araxyte, 
839, Araxyte_Pulsing, BUG, POISON, GOOSEBUMPS, MERCILESS, , 500, 70, 100, 80, 95, 80, 75, , -, -, 125, medium fast, 50, 45, 70, 15, BUG, , 0, , , 2, , , , , , , Quest, 3840, SPIDER, Araxyte, 
840, Araxxor, BUG, POISON, GOOSEBUMPS, CORROSION, , 600, 95, 100, 80, 145, 80, 100, , -, -, 148, medium fast, 50, 45, 70, 15, BUG, , 0, , , 3, , , , , , , Attack, 3840, SPIDER, Araxxor, 
841, Araxxi, BUG, POISON, GOOSEBUMPS, CORROSION, , 601, 95, 145, 80, 100, 80, 101, , -, -, 148, medium fast, 50, 45, 70, 15, BUG, , 0, , , 3, , , , , , , Attack, 3840, SPIDER, Araxxi, 
842, Glacor_Enduring_Form, ICE, -, REFRIGERATE, LEVITATE, , 260, 50, 20, 40, 100, 40, 10, , -, -, 54, slow, 50, 65, 70, 15, MINERAL, , 0, , , , , 1, , , , , Quest, 5120, , Glacor, 
843, Glacor_Sapping_Form, ICE, -, HAEMANCY, LEVITATE, , 530, 90, 110, 50, 110, 145, 25, , -, -, 110, slow, 50, 65, 70, 15, MINERAL, , 0, , , , , 2, , , , , Quest, 5120, , Glacor, 
844, Glacor_Unstable_Form, ICE, -, AFTERMATH, LEVITATE, , 530, 110, 145, 50, 110, 90, 25, , -, -, 110, slow, 50, 65, 70, 15, MINERAL, , 0, , , , , 2, , , , , Quest, 5120, , Glacor, 
845, Glacor, ICE, -, REFRIGERATE, LEVITATE, , 530, 90, 50, 110, 145, 110, 25, , -, -, 110, slow, 50, 65, 70, 15, MINERAL, , 0, , , , , 2, , , , , Quest, 5120, , Glacor, 
846, Glacor_Arch_Form, ICE, ELECTRIC, REFRIGERATE, LEVITATE, , 600, 90, 55, 125, 180, 125, 25, , -, -, 200, slow, 50, 65, 70, 15, MINERAL, , 0, , , , , 3, , , , , Quest, 5120, , ArchGlacor, 
847, Jadinko_Common_Form, GRASS, -, LEAF_GUARD, MOODY, , 6, 1, 1, 1, 1, 1, 1, , -, -, 50, medium fast, 50, 50, 70, 15, AMORPHOUS, , 0, , , , , 1, , , , , , , , Jadinko, 
848, Jadinko_Male_Form, GRASS, -, LEAF_GUARD, MOODY, , 6, 1, 1, 1, 1, 1, 1, , -, -, 100, medium fast, 50, 50, 70, 15, AMORPHOUS, , 0, , , , , 2, , , , , , , , Jadinko, 
849, Jadinko_Queen, GRASS, -, LEAF_GUARD, QUEENLY_MAJESTY, , 6, 1, 1, 1, 1, 1, 1, , -, -, 150, medium fast, 50, 50, 70, 15, AMORPHOUS, , 0, , , , , 3, , , , , , , , Jadinko Q., 
850, Ruby_Harvest, BUG, FLYING, RUN_AWAY, SHIELD_DUST, , 6, 1, 1, 1, 1, 1, 1, , -, -, 52, fast, 50, 25, 30, 15, BUG, , 0, , , , , , , 1, , , Hunter, 3840, , Butterfly, 
851, Sapphire_Glacialis, BUG, ICE, SNOW_WARNING, SHIELD_DUST, , 6, 1, 1, 1, 1, 1, 1, , -, -, 79, fast, 50, 25, 30, 15, BUG, , 0, , , , , , 1, , , , Hunter, 3840, , Butterfly, 
852, Snow_Knight, BUG, ICE, SNOW_WARNING, SHIELD_DUST, , 6, 1, 1, 1, 1, 1, 1, , -, -, 89, fast, 50, 25, 30, 15, BUG, , 0, , , , , , 2, , , , Hunter, 3840, , Butterfly, 
853, Black_Warlock, BUG, FLYING, SNOW_WARNING, SHIELD_DUST, , 6, 1, 1, 1, 1, 1, 1, , -, -, 89, fast, 50, 25, 30, 15, BUG, , 0, , , , , 1, 2, , , , Hunter, 3840, , Butterfly, 
854, Forge_Regent, BUG, FIRE, DROUGHT, SHIELD_DUST, , 372, 50, 50, 2, 120, 100, 50, , -, -, 89, fast, 50, 25, 30, 15, BUG, , 0, , , , , , , , , , Summoning, 3840, , Butterfly, 
855, Guthixian_Butterfly, BUG, GRASS, GRASSY_SURGE, SHIELD_DUST, , 535, 50, 50, 60, 135, 120, 120, , -, -, 89, fast, 50, 25, 30, 15, BUG, , 0, , , , , 1, 1, , , , Divination, 3840, , Butterfly, 
856, Charming_Moth, BUG, FAIRY, NO_GUARD, SHIELD_DUST, , 6, 1, 1, 1, 1, 1, 1, , -, -, 89, fast, 50, 25, 30, 15, BUG, , 0, , , , , , , , , , Divination, 3840, , Moth, 
857, Treborn, BUG, GRASS, GRASSY_SURGE, SHIELD_DUST, , 535, 65, 55, 55, 130, 130, 100, , -, -, 95, fast, 50, 25, 30, 15, BUG, , 0, , , , , 1, 1, , , , Divination, 3840, , Treborn, 
858, Draugen, BUG, GHOST, SHADOW_TAG, SHIELD_DUST, , 535, 50, 105, 95, 85, 120, 80, , -, -, 89, fast, 50, 25, 30, 15, BUG, , 0, , , 1, , , 1, , , , Quest, 3840, , Draugen, 
859, Macaw, GRASS, FLYING, HARVEST, HARVEST, , 490, 75, 65, 70, 80, 100, 100, , -, -, 130, medium fast, 50, 25, 30, 20, FLYING, , 0, , , , , , 1, 1, , , Herblore, 5120, , Macaw, 
860, The_Illusive, DARK, PSYCHIC, RUN_AWAY, RUN_AWAY, , 255, 5, 5, 5, 5, 5, 230, , -, -, 2, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , , , , , 1, , , Quest, 5120, , Illusive, 
861, Doubt, DARK, PSYCHIC, BAD_DREAMS, BAD_DREAMS, , 360, 60, 60, 60, 60, 60, 60, , -, -, 80, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , 1, 1, , , , , , Quest, 5120, , Doubt, 
862, Everlasting, DARK, PSYCHIC, BAD_DREAMS, BAD_DREAMS, , 500, 80, 70, 110, 70, 110, 60, , -, -, 130, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , , 2, , 1, , , , Quest, 5120, , Everlastin, 
863, Untouchable, DARK, PSYCHIC, BAD_DREAMS, BAD_DREAMS, , 500, 100, 110, 60, 110, 60, 60, , -, -, 130, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , , 1, , 1, , 1, , , Quest, 5120, , Untouchble, 
864, Inadequancy, DARK, PSYCHIC, BAD_DREAMS, BAD_DREAMS, , 635, 175, 180, 35, 205, 35, 5, , -, -, 200, Slow, 0, 25, 30, 15, AMORPHOUS, , 0, , 2, 2, , , , , , , Quest, 5120, , Inadequncy, 
865, Chinchompa_Baby, NORMAL, -, AFTERMATH, GLUTTONY, , 150, 20, 50, 20, 20, 20, 20, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
866, Chinchompa_Grey_Baby, NORMAL, -, AFTERMATH, GLUTTONY, , 240, 30, 70, 30, 30, 30, 50, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
867, Chinchompa_Red_Baby, NORMAL, -, AFTERMATH, GLUTTONY, , 240, 30, 90, 30, 30, 30, 30, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
868, Chinchompa_Cobalt, NORMAL, WATER, AFTERMATH, GLUTTONY, , 430, 70, 100, 60, 100, 50, 50, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
869, Chinchompa_Viridian, NORMAL, GRASS, AFTERMATH, GLUTTONY, , 430, 70, 100, 50, 100, 55, 55, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
870, Chinchompa_Crystal, NORMAL, ICE, AFTERMATH, REFRIGERATE, , 430, 70, 100, 55, 100, 55, 50, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
871, Chinchompa_Plutonial, NORMAL, -, AFTERMATH, AERILATE, , 430, 70, 100, 55, 100, 50, 55, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
872, Chinchompa_Mechanized, NORMAL, STEEL, AFTERMATH, GALVANIZE, , 430, 80, 150, 10, 150, 10, 30, , -, -, 121, Fast, 50, 120, 70, 20, FIELD, , 0, , , 2, , , , , , , Invention, 5120, , Chinchompa, AFTERMATH
873, Chinchompa_Crimson, NORMAL, FIRE, AFTERMATH, LIMBER, , 430, 80, 150, 10, 50, 10, 130, , -, -, 121, Fast, 50, 120, 70, 20, FIELD, , 0, , , 2, , , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
874, Chinchompa_Black, NORMAL, DARK, AFTERMATH, LIMBER, , 430, 80, 130, 10, 50, 10, 150, , -, -, 121, Fast, 50, 120, 70, 20, FIELD, , 0, , , 2, , , , , , , Ranged, 5120, , Chinchompa, AFTERMATH
875, Chinchompa_Giant, NORMAL, FAIRY, AFTERMATH, PIXILATE, , 505, 130, 95, 60, 95, 60, 65, , -, -, 252, Fast, 50, 120, 70, 20, FIELD, , 0, , , 1, 1, , , , , , Summoning, 5120, , Chinchompa, AFTERMATH
876, Vulture_RSHD_Form, GROUND, FLYING, OVERCOAT, SAND_STREAM, , 510, 104, 89, 90, 50, 90, 87, , -, -, 130, medium fast, 50, 120, 70, 20, FLYING, , 0, , , , , 2, , , , , Prayer, 5120, BIRD, Vulture, OVERCOAT
877, Vulture_Pink_Form, GROUND, FLYING, GLUTTONY, SAND_STREAM, , 510, 90, 87, 104, 90, 50, 89, , -, -, 130, medium fast, 50, 120, 70, 20, FLYING, , 0, , , , , 2, , , , , Prayer, 5120, BIRD, Vulture, OVERCOAT
878, Vulture_OSRS_Form, GROUND, FLYING, INTIMIDATE, SAND_STREAM, , 510, 104, 90, 87, 89, 90, 50, , -, -, 130, medium fast, 50, 120, 70, 20, FLYING, , 0, , , , , 2, , , , , Prayer, 5120, BIRD, Vulture, OVERCOAT
879, Vulture_RS3_Form, GROUND, POISON, STENCH, SAND_STREAM, , 510, 89, 87, 90, 50, 90, 104, , -, -, 130, medium fast, 50, 120, 70, 20, FLYING, , 0, , , , , 2, , , , , Prayer, 5120, BIRD, Vulture, OVERCOAT
880, Beagle, NORMAL, FLYING, UNBURDEN, OWN_TEMPO, , 515, 80, 80, 75, 75, 95, 110, , -, -, 153, medium slow, 50, 45, 70, 20, FIELD, , 0, , , , , , 1, 1, , , Summoning, 5120, DOG, Beagle, CUTE_CHARM
881, Pug, NORMAL, -, CUTE_CHARM, OWN_TEMPO, , 515, 110, 80, 75, 80, 95, 75, , -, -, 153, medium slow, 50, 45, 70, 20, FIELD, , 0, , 1, , , , , 1, , , Summoning, 5120, DOG, Pug, CUTE_CHARM
882, Huskie, NORMAL, ICE, SLUSH_RUSH, OWN_TEMPO, , 515, 75, 110, 75, 80, 80, 95, , -, -, 153, medium slow, 50, 45, 70, 20, FIELD, , 0, , , 1, , , , 1, , , Summoning, 5120, DOG, Huskie, CUTE_CHARM
883, Shiba, NORMAL, DRAGON, CUTE_CHARM, OWN_TEMPO, , 515, 75, 80, 75, 110, 80, 95, , -, -, 153, medium slow, 50, 45, 70, 20, FIELD, , 0, , , , , 1, , 1, , , Summoning, 5120, DOG, Shiba, CUTE_CHARM
884, Polar_Bear_Punished, ICE, FIGHTING, UNAWARE, SLUSH_RUSH, , 523, 100, 93, 100, 80, 83, 67, , -, -, 135, medium slow, 50, 45, 50, 20, FIELD, , 0, , , 1, 1, , , , , , Quest, 5120, BEAR, Polar Bear, ICE_BODY
885, Lobstrocity, BUG, WATER, EFFECT_SPORE, PINCERS, , 495, 100, 130, 65, 65, 70, 65, , -, -, 130, ERRATIC, 50, 90, 70, 20, BUG, WATER_3, 0, , , 2, , , , , , , Attack, 5120, SCORPION, Lobstrocty, SNIPER
886, Salamander_Yellow_Form, FIRE, POISON, FLASH_FIRE, MEGA_LAUNCHER, , 540, 80, 80, 80, 140, 80, 80, , -, -, 161, fast, 50, 45, 70, 15, DRAGON, LIFE, 0, , , , , 3, , , , , Hunter, 3840, HUNTER, Salamander, MEGA_LAUNCHER
887, Abyssal_DeepSea_Walker, PSYCHIC, WATER, ABYSSAL, LIQUID_OOZE, , 296, 61, 53, 43, 53, 43, 43, , -, -, 56, medium slow, 50, 130, 70, 15, BUG, AMORPHOUS, 0, , , , , , , 1, , , Runecrafting, 3840, ABYSS, A. Walker, 
888, Abyssal_DeepSea_Leech, PSYCHIC, WATER, ABYSSAL, LIQUID_OOZE, , 428, 89, 89, 61, 61, 71, 57, , -, -, 89, medium slow, 50, 200, 70, 15, BUG, AMORPHOUS, 0, , , , , , 2, , , , Runecrafting, 3840, ABYSS, A. Leech, 
889, Abyssal_DeepSea_Guardian, PSYCHIC, STEEL, ABYSSAL, LIQUID_OOZE, , 432, 61, 83, 61, 83, 83, 61, , -, -, 83, medium slow, 50, 130, 70, 15, BUG, AMORPHOUS, 0, , , 2, , , , , , , Runecrafting, 3840, ABYSS, A.Guardian, 
890, Kipple_Nano, GROUND, PSYCHIC, MAGICIAN, WATER_COMPACTION, , 515, 80, 90, 80, 95, 115, 55, , -, -, 96, ERRATIC, Genderless, 180, 70, 20, MINERAL, , 0, , , , , 2, , , , , Quest, 5120, , KippleNano, 
891, Coral_Guardian, WATER, PSYCHIC, MAGICIAN, STURDY, , 515, 75, 75, 105, 95, 110, 55, , -, -, 96, ERRATIC, Genderless, 180, 70, 20, MINERAL, , 0, , , , , 2, , , , , Quest, 5120, , Guardian, 
892, Rewards_Guardian, GROUND, PSYCHIC, MAGICIAN, WATER_COMPACTION, , 515, 75, 75, 75, 120, 115, 55, , -, -, 96, ERRATIC, Genderless, 180, 70, 20, MINERAL, , 0, , , , , 2, , , , , Quest, 5120, , Guardian, 
893, Baboon_Normal_Form, FIGHTING, -, SCRAPPY, INTIMIDATE, , 354, 60, 85, 64, 50, 50, 45, , -, -, 65, medium fast, 50, 230, 70, 15, HUMAN_LIKE, , 0, , , 1, , , , , , , Agility, 3840, MONKEY, Baboon, 
894, Baboon_Mage_Form, FIGHTING, PSYCHIC, SCRAPPY, INTIMIDATE, , 510, 65, 105, 80, 130, 75, 55, , -, -, 132, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , , , 2, , , , , Magic, 3840, MONKEY, Baboon, 
895, Baboon_Shaman_Form, FIGHTING, FAIRY, SCRAPPY, INTIMIDATE, , 510, 65, 70, 90, 115, 115, 55, , -, -, 132, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , , , 1, 1, , , , Summoning, 3840, MONKEY, Baboon, 
896, Baboon_Thrower_Form, FIGHTING, -, SCRAPPY, LONG_REACH, , 510, 75, 130, 80, 80, 75, 70, , -, -, 132, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , , , 2, , , , , Ranged, 3840, MONKEY, Baboon, 
897, Baboon_Cursed_Form, FIGHTING, GHOST, SCRAPPY, STALL, , 510, 75, 105, 80, 75, 75, 100, , -, -, 132, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , , , , , 2, , , Prayer, 3840, MONKEY, Baboon, 
898, Baboon_Thrall_Form, FIGHTING, GHOST, SCRAPPY, STALL, , 510, 65, 75, 80, 75, 85, 130, , -, -, 132, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , , , , , 2, , , Thieving, 3840, MONKEY, Baboon, 
899, Baboon_Volatile_Form, FIGHTING, -, SCRAPPY, AFTERMATH, , 510, 65, 130, 80, 105, 55, 75, , -, -, 132, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , 2, , , , , , , Crafting, 3840, MONKEY, Baboon, 
900, Baboon_BaBa_Form, FIGHTING, GHOST, SCRAPPY, INTIMIDATE, , 510, 80, 130, 65, 105, 75, 55, , -, -, 132, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , 2, , , , , , , Strength, 3840, MONKEY, Baboon, 
901, Scarab_Spitting_Form, BUG, POISON, LONG_REACH, POISON_POINT, , 495, 90, 70, 65, 95, 100, 75, , -, -, 124, fast, 12.5, 150, 30, 20, BUG, , 0, , , 1, 1, , , , , , Crafting, 5120, , Scarab, 
902, Scarab_Soldier_Form, BUG, POISON, UNBURDEN, POISON_POINT, , 495, 90, 95, 100, 70, 65, 75, , -, -, 124, fast, 12.5, 150, 30, 20, BUG, , 0, , , 1, 1, , , , , , Attack, 5120, , Scarab, 
903, Scarab_Arcane_Form, BUG, PSYCHIC, UNBURDEN, POISON_POINT, , 495, 90, 55, 65, 115, 100, 70, , -, -, 124, fast, 12.5, 150, 30, 20, BUG, , 0, , , , , 2, , , , , Magic, 5120, , Scarab, 
904, Scarab_Kephri_Form, BUG, POISON, UNBURDEN, POISON_POINT, , 610, 120, 130, 90, 95, 100, 75, , -, -, 124, fast, 12.5, 150, 30, 20, BUG, , 0, , , 2, , , , , , , Slayer, 5120, , Kephri, 
905, Crocodile_Red_Form, WATER, -, SWIFT_SWIM, STRONG_JAW, , 505, 120, 100, 90, 70, 65, 60, , -, -, 130, medium fast, 50, 65, 70, 20, MONSTER , WATER_1, 0, , , 1, , , , 1, , , Attack, 5120, , Crocodile, 
906, Zebak, WATER, -, SWIFT_SWIM, STRONG_JAW, , 505, 90, 130, 120, 70, 65, 30, , -, -, 130, medium fast, 50, 65, 70, 20, MONSTER , WATER_1, 0, , , 2, , , , , , , Attack, 5120, , Zebak, 
907, Camel_Bank_Form, GROUND, -, UNBURDEN, LONG_REACH, , 530, 125, 100, 85, 95, 90, 35, , -, -, 146, fast, 50, 85, 70, 15, FIELD, , 0, , 3, , , , , , , , Crafting, 5120, CAMEL, Camel, 
908, Slime_LilGloop, POISON, -, STICKY_HOLD, LIQUID_OOZE, , 300, 100, 50, 40, 50, 50, 10, , -, -, 55, fast, 50, 45, 70, 20, AMORPHOUS, , 0, , 2, , , , , , , , Quest, 5120, , LilGloop, 
909, Slime_King, POISON, -, STICKY_HOLD, LIQUID_OOZE, , 530, 200, 80, 45, 75, 115, 15, , -, -, 153, fast, 50, 45, 70, 20, AMORPHOUS, , 0, , 3, , , , , , , , Quest, 5120, , Slime King, 
910, Graahk_Forsaken_Form, GRASS, GHOST, ROCK_HEAD, CURSED_BODY, , 530, 90, 110, 85, 85, 120, 40, , -, -, 135, medium slow, 50, 45, 70, 20, MONSTER, , 0, , , , , , 2, , , , Prayer, 5120, , Graahk, 
